label,cluster_no
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
kidneybeans,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,6
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,4
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,0
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,4
pigeonpeas,3
pigeonpeas,3
pigeonpeas,6
pigeonpeas,6
pigeonpeas,3
pigeonpeas,3
pigeonpeas,0
pigeonpeas,3
pigeonpeas,0
pigeonpeas,7
pigeonpeas,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,3
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,3
mothbeans,3
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
mungbean,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
blackgram,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,1
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,6
lentil,4
lentil,4
lentil,6
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,3
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,6
lentil,6
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
lentil,4
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,4
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,4
mango,3
mango,3
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
grapes,5
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
watermelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
muskmelon,2
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
apple,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,4
orange,4
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,4
orange,7
orange,7
orange,7
orange,4
orange,4
orange,7
orange,7
orange,7
orange,7
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,4
papaya,4
papaya,4
papaya,4
papaya,0
papaya,4
papaya,7
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,4
papaya,0
papaya,4
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,1
papaya,4
papaya,4
papaya,0
papaya,0
papaya,7
papaya,4
papaya,0
papaya,1
papaya,1
papaya,4
papaya,4
papaya,4
papaya,1
papaya,0
papaya,1
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,4
papaya,0
papaya,0
papaya,1
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,1
papaya,0
papaya,4
papaya,0
papaya,4
papaya,4
papaya,4
papaya,0
papaya,0
papaya,0
coconut,0
coconut,0
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,0
coconut,7
coconut,7
coconut,7
coconut,7
coconut,0
coconut,7
coconut,7
coconut,7
coconut,7
coconut,0
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,0
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,1
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
jute,0
coffee,0
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,0
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,0
coffee,1
coffee,0
coffee,1
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
coffee,0
coffee,0
coffee,1
coffee,1
coffee,0
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,0
coffee,1
coffee,0
coffee,0
coffee,0
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
